,Dim1,Dim2,tokens,article,competitor
121,65.48103332519531,-0.437774658203125,neon,0,0
122,67.55244445800781,-0.41508904099464417,##atal,0,0
123,13.271461486816406,51.70869827270508,ic,0,0
124,43.207149505615234,-22.173429489135742,##u,0,0
125,12.75860595703125,50.75184631347656,hd,0,0
126,-19.132598876953125,-33.283592224121094,especially,0,0
127,-18.906028747558594,-33.141517639160156,important,0,0
128,-56.218021392822266,33.50860595703125,team,0,0
129,-38.65571212768555,-9.248188018798828,personally,0,0
130,-38.74182891845703,-9.34981632232666,know,0,0
131,-37.89076232910156,-9.113130569458008,friends,0,0
132,29.881418228149414,42.78392791748047,prematurely,0,0
133,-33.828025817871094,13.722567558288574,born,0,0
134,-26.092628479003906,43.18686294555664,out,0,0
135,41.41144943237305,31.043270111083984,##patient,0,0
136,27.088041305541992,35.12298583984375,photo,0,0
137,42.26909255981445,30.108631134033203,##therapy,0,0
138,42.08816909790039,29.942975997924805,treatment,0,0
139,26.33812141418457,34.71691131591797,rental,0,0
140,26.380334854125977,34.699928283691406,machine,0,0
141,-22.33492088317871,45.37800216674805,due,0,0
142,68.97146606445312,-0.45519188046455383,severe,0,0
143,63.48815155029297,-24.820220947265625,ja,0,0
144,68.26065063476562,-1.0129199028015137,##ice,0,0
145,7.585505962371826,56.73390579223633,comparison,0,0
146,-59.967254638671875,8.530773162841797,notes,0,0
147,19.03568458557129,-50.53704833984375,also,0,0
148,-1.8240318298339844,-42.3407096862793,feature,0,0
149,-2.4558498859405518,34.430477142333984,nt,0,0
150,-2.3517873287200928,34.445186614990234,##uc,0,0
151,-0.759730875492096,29.45530128479004,income,0,0
152,-2.002753496170044,34.599178314208984,ge,0,0
153,-2.6829378604888916,33.35149002075195,flex,0,0
154,51.83356475830078,-10.489907264709473,##i,0,0
155,10.542333602905273,52.51900863647461,ai,0,0
156,42.098018646240234,-22.27923583984375,##a,0,0
157,57.171783447265625,-8.074278831481934,mum,0,0
158,57.64592361450195,-8.574612617492676,##ba,0,0
159,-3.1707067489624023,28.379793167114258,##by,0,0
160,-24.050640106201172,67.13883972167969,protect,0,0
161,14.917369842529297,4.402966499328613,illness,0,0
162,34.79006576538086,54.314205169677734,safeguard,0,0
163,15.838984489440918,5.907484531402588,costs,0,0
164,-3.0721282958984375,-2.358382225036621,covering,0,0
165,22.31342315673828,-34.30974197387695,comprehensive,0,0
166,-28.25523567199707,58.25151062011719,currently,0,0
167,-3.022475481033325,-36.810081481933594,provides,0,0
168,2.4930074214935303,25.082462310791016,lump,0,0
169,39.22990798950195,-20.22816276550293,##out,0,0
170,13.250215530395508,-49.266937255859375,upon,0,0
171,-33.395694732666016,12.974418640136719,diagnosis,0,0
172,-10.74225902557373,29.46493148803711,one,0,0
173,-27.520965576171875,66.27325439453125,illnesses,0,0
174,-42.844459533691406,38.25679016113281,summary,0,0
175,-38.273746490478516,44.2594108581543,example,0,0
176,51.65845489501953,-28.67691421508789,hyper,0,0
177,63.832523345947266,-15.456223487854004,##tro,0,0
178,-22.180767059326172,48.541419982910156,##phic,0,0
179,51.293785095214844,-28.68238639831543,p,0,0
180,62.73372268676758,-15.139544486999512,##yl,0,0
181,-22.253158569335938,48.59456253051758,##oric,0,0
182,65.46858978271484,-1.224912405014038,ste,0,0
183,-22.052953720092773,48.298641204833984,##nosis,0,0
184,-24.8990535736084,-44.847328186035156,relatively,0,0
185,-14.154836654663086,-27.937206268310547,new,0,0
186,-39.308074951171875,7.715018272399902,condition,0,0
187,-47.46521759033203,35.201324462890625,common,0,0
188,39.29351043701172,32.465797424316406,cause,0,0
189,65.50071716308594,-0.9540826678276062,gas,0,0
190,67.22789001464844,0.02498345822095871,##tric,0,0
191,67.17607116699219,0.16623838245868683,outlet,0,0
192,-10.434358596801758,-14.567709922790527,obstruction,0,0
193,41.116180419921875,31.859811782836914,surgical,0,0
194,-30.955421447753906,70.3889389038086,vomiting,0,0
195,-47.45295333862305,20.40941619873047,causes,0,0
196,-34.6705436706543,23.90384864807129,infants,0,0
197,0.8056426048278809,-41.17372512817383,suffer,0,0
198,-43.05410385131836,40.69307327270508,projectile,0,0
199,-39.628875732421875,-43.98320388793945,although,0,0
200,-14.108756065368652,28.11838150024414,rare,0,0
201,-14.700368881225586,28.473085403442383,chance,0,0
202,-34.51072311401367,19.387540817260742,babies,0,0
203,-27.455814361572266,67.07892608642578,absent,0,0
204,-28.67263412475586,17.338632583618164,moving,0,0
205,-29.500436782836914,28.099931716918945,covers,0,0
206,-21.062519073486328,69.2657470703125,mother,0,0
207,-1.0328861474990845,-25.630809783935547,provide,0,0
208,7.357016563415527,58.9365234375,table,0,0
209,17.068622589111328,-28.56007194519043,latest,0,0
210,-16.457275390625,0.9031161665916443,additions,0,0
211,-0.16835859417915344,-25.683757781982422,include,0,0
212,61.689144134521484,-29.032651901245117,ec,0,0
213,69.10034942626953,-12.428670883178711,##top,0,0
214,68.7657241821289,-3.2892658710479736,##ic,0,0
215,7.980281829833984,59.84489059448242,list,0,0
216,15.863044738769531,6.225962162017822,benefits,0,0
217,63.838768005371094,0.16408079862594604,general,0,0
218,-22.28547477722168,45.14616394042969,happen,0,0
219,-22.314990997314453,45.48661804199219,infection,0,0
220,-21.673480987548828,46.374847412109375,trauma,0,0
221,42.1704216003418,31.928970336914062,physical,0,0
222,-21.768613815307617,46.57548904418945,stress,0,0
223,-53.586830139160156,47.17764663696289,lastly,0,0
224,43.01596450805664,30.24562644958496,psychological,0,0
225,43.030067443847656,30.151456832885742,emotional,0,0
226,16.91873550415039,5.503396511077881,support,0,0
227,43.21772384643555,29.95244789123535,psycho,0,0
228,-31.812559127807617,10.147480010986328,compensate,0,0
229,-31.439136505126953,10.117501258850098,assured,0,0
230,64.03148651123047,0.16961951553821564,major,0,0
231,63.307411193847656,-0.07501284033060074,de,0,0
232,64.08963775634766,1.059110164642334,##pressive,0,0
233,15.11730670928955,4.176659107208252,disorder,0,0
234,44.96151351928711,48.041175842285156,md,0,0
235,22.817609786987305,63.91114807128906,##d,0,0
236,-24.126996994018555,-4.031240463256836,##ised,0,0
237,64.10147094726562,1.2748643159866333,anxiety,0,0
238,44.953773498535156,48.04425048828125,ga,0,0
239,-31.751108169555664,61.010986328125,diagnosed,0,0
240,-53.82847213745117,45.139896392822266,refer,0,0
241,25.46167755126953,-5.458459854125977,events,0,0
242,17.471521377563477,5.495754241943359,forms,0,0
243,44.28012466430664,27.9505615234375,mental,0,0
244,16.8740291595459,5.470128536224365,wellness,0,0
245,-22.737253189086914,5.446084022521973,ease,0,0
246,7.885136127471924,57.06191635131836,reference,0,0
247,-22.55510139465332,0.889319896697998,based,0,0
248,-11.522924423217773,-32.0156364440918,year,0,0
249,-11.793673515319824,-31.185964584350586,old,0,0
250,-28.218708038330078,-32.37953186035156,woman,0,0
251,-6.136566638946533,-26.060110092163086,non,0,0
252,-17.00210189819336,4.595400333404541,smoke,0,0
253,31.852100372314453,32.0101318359375,##r,0,0
254,11.112154960632324,34.49781799316406,single,0,0
255,-51.77296447753906,47.20017623901367,detailed,0,0
256,12.660621643066406,8.018568992614746,comparisons,0,0
257,-17.360383987426758,-6.615659713745117,tailored,0,0
258,-11.847761154174805,-30.37155532836914,age,0,0
259,-17.03119659423828,4.478656768798828,smoking,0,0
260,-11.895055770874023,-30.1735782623291,status,0,0
261,12.198119163513184,22.910079956054688,number,0,0
262,-16.53856086730957,1.0221896171569824,births,0,0
263,12.0575590133667,68.76988220214844,please,0,0
264,14.216626167297363,65.02721405029297,contact,0,0
265,-50.98692321777344,-21.93620491027832,us,0,0
266,-16.363765716552734,14.74350643157959,generate,0,0
267,16.90906524658203,-24.751426696777344,whole,0,0
268,-7.338230609893799,37.5075798034668,life,0,0
269,11.970342636108398,50.52122497558594,il,0,0
270,-0.9743922352790833,43.728797912597656,##p,0,0
271,-0.0510067455470562,-56.25402069091797,gives,0,0
272,18.593856811523438,-54.70676040649414,opt,0,0
273,17.313135147094727,-72.53739929199219,##ing,0,0
274,8.008245468139648,-51.09807586669922,stand,0,0
275,19.12779998779297,-50.10809326171875,alone,0,0
276,13.885140419006348,-23.108928680419922,best,0,0
277,-6.209712982177734,33.49077224731445,news,0,0
278,12.551719665527344,-69.37608337402344,guaranteed,0,0
279,-55.78606414794922,-7.65239953994751,eligibility,0,0
280,44.31972122192383,27.798553466796875,medical,0,0
281,61.82517623901367,-29.757598876953125,under,0,0
282,-20.111520767211914,51.27394104003906,##writing,0,0
283,76.19403076171875,-27.791378021240234,##rea,0,0
284,43.870201110839844,-20.59174346923828,##dy,0,0
285,-0.5287364721298218,39.80625915527344,plus,0,0
286,12.767935752868652,20.182241439819336,attain,0,0
287,12.724153518676758,20.131664276123047,assurance,0,0
288,36.46970748901367,-3.490032911300659,protection,0,0
289,-6.259467124938965,-14.326333999633789,asked,0,0
290,-4.399848937988281,-25.175800323486328,including,0,0
291,13.342907905578613,20.831390380859375,critical,0,0
292,12.549637794494629,12.234537124633789,rider,0,0
293,44.474647521972656,-21.57957649230957,ii,0,0
294,6.026518821716309,-33.49171829223633,within,0,0
295,-51.42912292480469,48.244239807128906,recommended,0,0
296,-34.18474197387695,14.1361083984375,possibility,0,0
297,-1.9438629150390625,-64.34349822998047,may,0,0
298,-31.20084571838379,4.919760227203369,picked,0,0
299,-51.241947174072266,48.73351287841797,ultrasound,0,0
300,-19.252046585083008,63.52678298950195,scans,0,0
301,39.586387634277344,52.83928298950195,##urer,0,0
302,2.4301156997680664,-38.03578186035156,accept,0,0
303,-9.434173583984375,75.08271026611328,applications,0,0
304,-45.15663528442383,-49.303707122802734,thus,0,0
305,-34.909095764160156,-37.649986267089844,since,0,0
306,0.5822364091873169,-19.126895904541016,risk,0,0
307,20.249656677246094,-59.88606643676758,iss,0,0
308,14.623152732849121,-43.08701705932617,##uance,0,0
309,-52.79759979248047,16.675048828125,buy,0,0
310,-18.417675018310547,73.20760345458984,valuable,0,0
311,-28.526851654052734,26.42957878112793,twins,0,0
312,-4.243380069732666,21.498973846435547,claim,0,0
313,17.852699279785156,-51.697471618652344,made,0,0
314,-15.776712417602539,-5.420437335968018,continue,0,0
315,-15.684967994689941,-5.449334621429443,available,0,0
316,68.99335479736328,-4.832117080688477,intra,0,0
317,69.19554901123047,-10.792488098144531,##uter,0,0
318,69.26018524169922,-3.9573445320129395,##ine,0,0
319,75.88058471679688,-10.807706832885742,##emi,0,0
320,70.27188873291016,-3.1327555179595947,##nation,0,0
321,13.46072769165039,52.06278610229492,i,0,0
322,-30.02084732055664,51.52945327758789,##ui,0,0
323,69.09913635253906,-12.050435066223145,##cer,0,0
324,68.96171569824219,-10.663166046142578,##vic,0,0
325,69.23529815673828,-3.9520344734191895,##al,0,0
326,68.93602752685547,-4.68041467666626,vitro,0,0
327,75.88164520263672,-10.548667907714844,fe,0,0
328,75.51709747314453,-10.074150085449219,##rti,0,0
329,70.22891235351562,-3.117917060852051,##lization,0,0
330,13.360239028930664,51.8900146484375,iv,0,0
331,51.87281036376953,-10.594807624816895,##f,0,0
332,75.8871841430664,-10.372570037841797,pre,0,0
333,75.54208374023438,-9.979948043823242,##gnan,0,0
334,70.23808288574219,-2.9127795696258545,##cies,0,0
335,-42.45090866088867,-1.9724762439727783,loading,0,0
336,-6.497181415557861,24.981395721435547,extra,0,0
337,-51.021976470947266,43.236446380615234,view,0,0
338,64.09434509277344,6.981965065002441,bro,0,0
339,64.08687591552734,6.996923446655273,##chu,0,0
340,43.93311309814453,-20.36705207824707,##re,0,0
341,9.469704627990723,61.24188995361328,click,0,0
342,4.218922138214111,20.846139907836914,savings,0,0
343,7.826674938201904,23.298320770263672,invest,0,0
344,-9.480926513671875,32.25226593017578,wealth,0,0
345,64.2935791015625,14.063345909118652,kicks,0,0
346,64.46709442138672,12.117579460144043,##tar,0,0
347,49.257118225097656,-15.361741065979004,##t,0,0
348,-34.3737678527832,58.530128479003906,future,0,0
349,36.41217803955078,43.7005615234375,parents,0,0
350,-58.397308349609375,15.654912948608398,want,0,0
351,-13.460137367248535,-62.75679397583008,ensure,0,0
352,-13.694148063659668,-62.494110107421875,able,0,0
353,-31.578786849975586,-18.251123428344727,facilities,0,0
354,-30.602766036987305,-18.12455940246582,comes,0,0
355,-5.172665596008301,50.402305603027344,education,0,0
356,-12.412663459777832,-8.729735374450684,opportunities,0,0
357,-35.189735412597656,63.49629592895508,g,0,0
358,-58.61555862426758,36.91134262084961,studying,0,0
359,-21.989320755004883,71.81643676757812,overseas,0,0
360,-52.454673767089844,31.11786460876465,surprise,0,0
361,1.03986656665802,-53.32142639160156,come,0,0
362,53.7344970703125,-33.0463981628418,he,0,0
363,62.597900390625,-40.473907470703125,##ft,0,0
364,-0.19987130165100098,-63.49331283569336,##y,0,0
365,6.591246604919434,-29.503965377807617,put,0,0
366,13.300155639648438,-52.43683624267578,mind,0,0
367,9.16131591796875,-54.453006744384766,start,0,0
368,22.894115447998047,-18.31180763244629,planning,0,0
369,3.589784860610962,20.693544387817383,saving,0,0
370,-12.344267845153809,27.903644561767578,reasonable,0,0
371,8.387574195861816,0.04055768996477127,amount,0,0
372,36.69198989868164,-49.85169219970703,every,0,0
373,36.998172760009766,-49.552852630615234,month,0,0
374,-13.029281616210938,10.926348686218262,compound,0,0
375,-13.198719024658203,10.540349006652832,grow,0,0
376,-0.7048633098602295,12.91247844696045,figure,0,0
377,-0.13777495920658112,33.880001068115234,channel,0,0
378,22.938318252563477,-57.48970031738281,##ed,0,0
379,57.44637680053711,-17.27519989013672,down,0,0
380,77.11589050292969,-21.3900203704834,##pa,0,0
381,72.75765228271484,-23.252037048339844,##yme,0,0
382,39.263736724853516,-19.950899124145508,##nt,0,0
383,-7.17138147354126,39.629844665527344,house,0,0
384,-7.196484088897705,39.65291976928711,wedding,0,0
385,-33.217323303222656,3.8380513191223145,used,0,0
386,18.469303131103516,-63.72595977783203,without,0,0
387,69.39180755615234,-18.580854415893555,press,0,0
388,43.466705322265625,-31.080066680908203,##uring,0,0
389,-18.783418655395508,16.58289337158203,fork,0,0
390,-12.86278247833252,70.14181518554688,money,0,0
391,62.7435417175293,-29.096662521362305,inc,0,0
392,71.88255310058594,-20.398086547851562,##ent,0,0
393,65.03366088867188,-19.31646156311035,##iv,0,0
394,-58.052528381347656,30.567365646362305,save,0,0
395,3.886418342590332,26.3258056640625,welcome,0,0
396,-12.051209449768066,-5.504268169403076,bonus,0,0
397,-19.555261611938477,-6.245858669281006,given,0,0
398,4.452322959899902,26.920320510864258,yearly,0,0
399,3.8687968254089355,26.352222442626953,loyalty,0,0
400,-28.35978126525879,63.82643508911133,bonuses,0,0
401,-57.639251708984375,12.451879501342773,receive,0,0
402,58.88059997558594,-45.76246643066406,divide,0,0
403,1.1549535989761353,70.95913696289062,##nds,0,0
404,-43.14179229736328,8.714292526245117,annually,0,0
405,19.24056053161621,26.04752540588379,capital,0,0
406,-22.754018783569336,63.900787353515625,grows,0,0
407,-16.780550003051758,21.637300491333008,reward,0,0
408,-4.116193771362305,2.481450319290161,things,0,0
409,-2.0937280654907227,-34.96891784667969,considered,0,0
410,-22.580223083496094,5.113435745239258,thinking,0,0
411,-14.040332794189453,32.40736389160156,information,0,0
412,-1.8855555057525635,-56.822669982910156,helps,0,0
413,-17.094552993774414,-2.8357229232788086,consideration,0,0
414,-13.442388534545898,16.3156681060791,find,0,0
415,-39.42021560668945,-28.83363151550293,even,0,0
416,-2.619868040084839,34.33751678466797,aviv,0,0
417,1.696834921836853,34.81201171875,free,0,0
418,2.0159947872161865,36.01112365722656,drop,0,0
419,1.9026738405227661,36.32212448120117,text,0,0
420,41.797943115234375,-50.81116485595703,what,0,0
421,81.7257308959961,-24.82794189453125,##sa,0,0
422,49.385658264160156,44.72011184692383,##pp,0,0
423,2.3023431301116943,35.6323127746582,call,0,0
424,-26.357955932617188,64.73750305175781,claudia,0,0
425,-43.92977523803711,25.652244567871094,wishing,0,0
426,-9.951961517333984,-41.25659942626953,great,0,0
427,-16.01569938659668,37.8101921081543,ahead,0,0
428,-43.2241096496582,4.295740127563477,remember,0,0
429,-13.854447364807129,38.06980895996094,fire,0,0
430,-17.381832122802734,69.67003631591797,finances,0,0
431,31.14730453491211,-51.64851379394531,whole,1,0
432,49.770179748535156,-8.276052474975586,new,1,0
433,49.55854415893555,-8.32480525970459,world,1,0
434,-26.980173110961914,61.57882308959961,hi,1,0
435,-32.8751220703125,66.75906372070312,everyone,1,0
436,13.923516273498535,35.805484771728516,back,1,0
437,-15.080076217651367,23.546979904174805,know,1,0
438,-58.7593994140625,33.71854782104492,must,1,0
439,-24.76064682006836,69.10855102539062,missed,1,0
440,-30.426633834838867,7.837109565734863,wondering,1,0
441,-7.335859775543213,35.33892822265625,title,1,0
442,-31.711477279663086,27.86186981201172,strikes,1,0
443,-36.00232696533203,16.04990005493164,uncanny,1,0
444,-35.89411926269531,15.900043487548828,resemblance,1,0
445,-25.26111602783203,7.943831443786621,beloved,1,0
446,-2.5175418853759766,44.8416748046875,popular,1,0
447,-2.559224843978882,44.83026885986328,disney,1,0
448,-7.472703456878662,42.194705963134766,song,1,0
449,-47.21890640258789,32.02385330200195,well,1,0
450,-24.745010375976562,18.562978744506836,reason,1,0
451,-30.037233352661133,9.235528945922852,listening,1,0
452,-7.093061923980713,41.72659683227539,moment,1,0
453,-6.98748254776001,41.64751052856445,solo,1,0
454,53.102046966552734,26.92192268371582,kara,1,0
455,52.34014892578125,27.13936996459961,##oke,1,0
456,-14.162009239196777,58.2899284362793,room,1,0
457,-42.904842376708984,12.101893424987793,amidst,1,0
458,58.83598709106445,-11.952465057373047,ca,1,0
459,75.63562774658203,-18.340791702270508,##co,1,0
460,74.9890365600586,-17.348281860351562,##phon,1,0
461,44.67836380004883,-39.15569305419922,##y,1,0
462,-9.095584869384766,42.76551055908203,singing,1,0
463,-14.336419105529785,32.3460807800293,inspiration,1,0
464,-26.2907657623291,57.4067497253418,struck,1,0
465,-44.72243881225586,18.81688117980957,occurred,1,0
466,-46.34638595581055,-11.97043514251709,indeed,1,0
467,18.3841495513916,-52.670860290527344,living,1,0
468,-29.962535858154297,9.529472351074219,compared,1,0
469,34.44181823730469,-47.61544418334961,five,1,0
470,-32.91664123535156,-54.16611862182617,months,1,0
471,-22.93912696838379,55.60733413696289,ago,1,0
472,-41.66203689575195,15.937747955322266,began,1,0
473,41.6708984375,15.639142990112305,financial,1,0
474,-14.259797096252441,46.34516525268555,journey,1,0
475,-21.624645233154297,-56.73258972167969,rather,1,0
476,-32.17719650268555,16.265514373779297,ignorant,1,0
477,-15.57594108581543,62.40810775756836,life,1,0
478,4.240135669708252,20.703468322753906,savings,1,0
479,-36.59759521484375,73.24127960205078,investments,1,0
480,-37.08891296386719,74.320556640625,insurance,1,0
481,-37.13273620605469,75.86211395263672,interested,1,0
482,-65.17839050292969,22.45896339416504,looking,1,0
483,-9.027267456054688,-62.40497970581055,find,1,0
484,14.77196216583252,-72.27973937988281,hard,1,0
485,-58.955841064453125,32.919029235839844,believe,1,0
486,-14.652393341064453,-63.04761505126953,felt,1,0
487,-46.64189910888672,14.486212730407715,way,1,0
488,-9.102855682373047,-61.27090835571289,perspective,1,0
489,-26.18870735168457,-50.003143310546875,many,1,0
490,-32.220516204833984,-15.571078300476074,things,1,0
491,1.7627825736999512,-60.36661148071289,changed,1,0
492,1.8169251680374146,-60.927337646484375,ever,1,0
493,12.022385597229004,-66.34982299804688,since,1,0
494,-8.8998441696167,-67.50939178466797,started,1,0
495,-23.001483917236328,-7.499011516571045,develop,1,0
496,-6.663914680480957,61.25408172607422,literacy,1,0
497,-27.840423583984375,-34.77461242675781,view,1,0
498,-10.399012565612793,29.41985511779785,one,1,0
499,13.533651351928711,-66.63884735107422,dollar,1,0
500,22.890960693359375,-49.197505950927734,money,1,0
501,-32.88803482055664,-0.9212658405303955,conscious,1,0
502,-25.56222152709961,0.2304808497428894,realised,1,0
503,5.884410858154297,-29.836030960083008,got,1,0
504,-15.755805015563965,20.16486358642578,easier,1,0
505,-11.816463470458984,-63.62992477416992,save,1,0
506,-35.60307312011719,4.6811933517456055,used,1,0
507,-38.7562141418457,14.930127143859863,month,1,0
508,5.276152610778809,-76.5866470336914,already,1,0
509,-15.328296661376953,-50.0201416015625,thought,1,0
510,-20.960594177246094,28.0185489654541,joined,1,0
511,-2.032622814178467,22.016887664794922,fire,1,0
512,-24.103137969970703,38.01189041137695,finance,1,0
513,-14.502947807312012,10.553387641906738,amount,1,0
514,-11.681736946105957,25.038537979125977,far,1,0
515,6.588230133056641,-26.289398193359375,cry,1,0
516,31.54804801940918,-56.712066650390625,much,1,0
517,-13.111617088317871,-17.911808013916016,actually,1,0
518,-51.772579193115234,33.035423278808594,soon,1,0
519,-42.740089416503906,-20.07187271118164,disciplined,1,0
520,5.1151885986328125,-21.006214141845703,monthly,1,0
521,5.932709217071533,3.4580278396606445,salary,1,0
522,-26.751121520996094,-28.81782341003418,possible,1,0
523,-59.385032653808594,34.38705825805664,still,1,0
524,-14.070796966552734,8.400341033935547,stay,1,0
525,-25.99062156677246,-18.02669906616211,parents,1,0
526,-16.421550750732422,-62.67005157470703,thus,1,0
527,4.103988170623779,2.6150503158569336,pay,1,0
528,16.480470657348633,34.35839080810547,house,1,0
529,17.145751953125,33.59587860107422,utility,1,0
530,17.098848342895508,33.445335388183594,bills,1,0
531,-20.2120418548584,68.62446594238281,time,1,0
