,Dim1,Dim2,tokens,article,competitor
36464,-34.08742905,6.193473816,doctors,102,4
36809,-34.08742905,6.193473816,doctors,103,4
27263,0.166621178,0.362775922,documentation,71,3
6729,5.072405338,-34.70938873,documented,14,0
18487,5.060842991,-34.65126801,documented,50,2
28688,-29.43994713,-27.05422974,documented,75,3
3267,40.74332047,-7.282945156,dollar,6,0
1969,38.58089066,-40.05765533,dollars,4,0
8313,-26.86647415,-41.89117813,dollars,17,0
25934,5.84349823,-24.49238777,dominated,68,3
8589,18.27363586,33.67783356,dona,18,0
8509,-12.03354359,-8.647533417,donate,18,0
1025,7.980834484,-25.96247864,done,1,0
1657,36.76464462,-32.2693367,done,3,0
2095,-5.876039505,-23.41431808,done,4,0
2818,5.569998741,-13.98937225,done,5,0
4009,-9.95477581,-20.03629112,done,8,0
4308,-3.024639606,-24.6334343,done,9,0
5069,-24.23504257,-17.57490921,done,10,0
5378,-58.02436447,10.16308117,done,11,0
6331,8.066988945,-25.89723015,done,12,0
6371,25.39254189,-26.75902939,done,13,0
7085,-4.865184784,-33.68201065,done,14,0
7267,36.88457489,-32.49559021,done,15,0
7722,-37.79220963,-27.76412773,done,16,0
9014,-37.3421402,-27.51991653,done,20,0
10630,-25.22018814,-17.38902855,done,26,1
11916,-57.96529388,10.17582607,done,29,1
12622,22.44447708,-27.37435913,done,32,1
14541,-3.018506527,-24.57950211,done,39,1
15059,16.5698204,-26.05932045,done,40,1
17398,-2.926857233,-24.36551476,done,47,1
21311,-2.950039387,-24.36142349,done,58,3
22127,-12.1540184,-20.29574394,done,59,3
22477,-3.022887945,-24.22012329,done,60,3
23291,-1.642453074,4.225611687,done,62,3
24520,8.185490608,-25.84635162,done,65,3
24799,-2.798279524,-24.36108017,done,66,3
25561,7.976411343,-25.98258018,done,67,3
25930,-10.69052887,-19.03053474,done,68,3
26629,-3.022887945,-24.22012329,done,70,3
27264,22.45320702,-27.93008423,done,71,3
27727,-33.69486237,-41.21388245,done,73,3
28149,-37.76828384,-27.70355797,done,74,3
28569,25.3481617,-26.86582184,done,75,3
29146,-2.9330163,-24.46156311,done,76,3
29458,-12.33662701,-19.86632729,done,77,3
30344,-34.11186981,-41.08524704,done,79,3
30709,7.675247192,-26.29167557,done,80,3
31637,-24.12083817,-17.6350193,done,81,3
31957,22.40679359,-28.00482559,done,82,3
34318,-43.97805023,-42.40720749,done,94,4
34520,-43.97805023,-42.40720749,done,95,4
34722,-43.97805023,-42.40720749,done,96,4
36373,-19.8251133,-27.38734245,done,102,4
36718,-19.8251133,-27.38734245,done,103,4
37455,-1.703566551,4.11730957,done,106,4
12374,-37.24911499,45.95050812,donna,31,1
3304,-5.695112705,5.562741756,donor,6,0
5500,-21.01408195,-11.04604149,donor,11,0
8498,7.094891071,7.162977695,donor,18,0
5687,10.63148499,5.89333868,doors,11,0
2100,-16.99910355,9.709172249,dose,4,0
5209,24.27600288,13.98896217,dose,10,0
15402,-17.00408936,9.672168732,dose,42,1
15996,-14.05585575,10.81994247,dose,44,1
18747,10.25169277,44.25487137,dose,51,2
19566,-16.83600235,9.81548214,dose,53,2
4686,-26.35793877,36.11788177,doses,9,0
18102,-41.10993195,-14.08812904,doses,49,1
18461,-26.38567734,34.76459885,doses,50,2
18727,-26.41400909,35.90856934,doses,51,2
5443,-32.64625168,20.88560486,dots,11,0
18664,-39.27940369,-0.368059337,doubts,51,2
23356,20.30047798,44.1888237,downs,62,3
7775,-49.32624054,7.500517845,downwards,16,0
25012,3.296435595,-13.51866627,dragging,66,3
27206,-13.05880642,-23.18554497,drain,71,3
3410,-2.68841815,22.9996376,drainage,7,0
4164,-2.618013859,23.19897842,drainage,8,0
9653,-35.54178619,1.955420136,dramas,23,0
14447,-56.82410812,4.144031048,drastically,39,1
22602,38.68200302,-37.94975281,drastically,60,3
26754,38.68373108,-37.94909286,drastically,70,3
21679,-32.52926636,13.86367893,drawings,59,3
22336,-32.58504105,13.80770016,drawings,60,3
26488,-32.5850296,13.8077116,drawings,70,3
699,-15.75960255,-21.07133484,drawn,1,0
6423,-19.8391304,-24.01327515,drawn,13,0
16822,5.311913967,42.05598831,dread,45,1
21608,-60.1389122,3.072203636,dreamed,58,3
7213,-34.24626923,-4.360911846,dreams,14,0
21651,-18.83502769,-11.65041542,drenched,59,3
8393,30.27822113,-31.98083305,dressed,17,0
14982,30.92403793,-37.66028976,dressed,40,1
29557,-2.922963619,-19.17535973,dressed,77,3
7111,-21.16743469,-0.48605597,dressing,14,0
3578,-49.50192642,-34.46929932,drinking,7,0
10510,-10.47645378,-16.29009819,drinking,25,1
15094,-61.21194839,6.316059589,drinking,40,1
15567,-0.414206505,12.32259083,drinking,42,1
21214,0.547290564,11.14246941,drinking,57,2
28542,-0.753063977,12.48158741,drinking,74,3
31307,0.298132241,11.0744276,drinking,81,3
459,-26.29669571,12.70572758,drinks,1,0
15428,-25.58053398,34.74899673,drinks,42,1
16095,-9.550670624,44.76454163,drinks,44,1
28533,-25.74597359,34.67613983,drinks,74,3
2244,5.091985226,-8.748358727,drip,4,0
16105,-41.03891373,-16.40833473,drives,44,1
1859,10.16699982,-4.622985363,driving,3,0
14604,8.816458702,1.726357222,driving,39,1
26173,10.14914417,-4.610183716,driving,69,3
32800,-50.59047318,10.30883217,driving,86,4
24095,-29.38311005,21.56293488,droplets,64,3
27925,-27.06280899,15.57111454,drops,73,3
18604,-25.8367939,34.62373352,drugs,50,2
20978,-25.84204292,34.59912872,drugs,57,2
1481,-37.45219421,-21.3803196,drum,3,0
26307,-18.48418808,-25.66174889,drunk,69,3
24055,-26.20077896,-17.9677887,drunken,64,3
28870,-26.20180893,-18.00003242,drunken,76,3
1420,-9.157461166,-15.4433651,drying,2,0
2679,-0.797090888,36.08361435,drying,5,0
5588,-16.95215797,-17.86091042,drying,11,0
17678,-48.34408569,13.51191425,drying,48,1
328,25.34093666,10.18013859,dual,0,0
2777,27.93180656,9.99203968,dual,5,0
4046,-9.872991562,49.5692749,dual,8,0
4438,25.22112465,6.88363409,dual,9,0
8169,25.31179047,10.30820751,dual,16,0
11095,27.57133293,10.09510994,dual,27,1
11530,4.201964855,49.50912094,dual,28,1
12648,4.209044456,49.48005676,dual,32,1
16540,-3.60493207,-52.39147186,dual,45,1
21597,-9.831112862,49.61533356,dual,58,3
21922,-9.849531174,49.63129807,dual,59,3
22658,-9.849531174,49.63129807,dual,60,3
22809,-9.850606918,49.63263702,dual,61,3
23437,-9.849531174,49.63129807,dual,62,3
24657,-9.850606918,49.63263702,dual,65,3
26810,-9.849531174,49.63129807,dual,70,3
8203,-33.07450867,-27.673069,dubbed,16,0
18516,9.45904541,-20.84519005,dubious,50,2
23191,-15.67477512,-21.44581604,dude,62,3
794,24.69825172,3.088848114,dull,1,0
4540,-7.513879776,8.162453651,dull,9,0
6844,-15.63694096,-4.110055923,dull,14,0
8100,17.6264534,9.309793472,dull,16,0
10931,-17.26004219,-14.12503147,dull,27,1
20565,-15.66422558,-4.129683971,dull,56,2
20893,2.716835976,37.73435974,dull,57,2
30789,17.72761726,9.214359283,dull,80,3
32751,3.087726355,37.48069763,dull,86,4
33694,-5.070356846,-12.56950188,dull,92,4
34054,2.836788893,37.6350708,dull,93,4
34211,2.815907001,37.48799515,dull,94,4
34413,2.816076279,37.48789597,dull,95,4
34615,2.816111803,37.48786926,dull,96,4
34890,-4.993715763,-12.35133171,dull,97,4
35380,17.44976616,6.1128335,dull,99,4
8617,-17.7298584,5.360377312,duplicate,18,0
11594,-13.63556957,-5.686750412,duration,28,1
14750,-23.53988266,-27.78473663,duration,39,1
16675,-21.00961876,-2.739055872,duration,45,1
17688,27.49964523,-28.18027115,duration,48,1
18252,-30.42756271,-14.55243683,duration,49,1
18917,-20.91439247,-2.830737114,duration,51,2
19037,-14.11744022,58.73300934,duration,52,2
19495,-13.62791252,-5.713140011,duration,53,2
19822,-17.85773849,-39.74853516,duration,54,2
25259,-54.12614059,11.83075333,duration,66,3
25916,-58.65520477,10.88017368,duration,68,3
27127,38.17300034,-33.45812607,duration,71,3
28603,2.946409225,2.358371258,duration,75,3
32431,0.99512887,-16.69532776,duration,84,4
35985,-40.82659912,-20.22028732,duration,101,4
6615,-3.707917213,51.91340637,dustin,13,0
4172,4.347997665,-17.96268272,dying,8,0
4299,-2.091726065,-12.99775314,dynamic,9,0
9517,-12.00079536,-1.532414675,dynamic,22,0
19433,6.956319332,-8.644723892,dynamic,53,2
22032,24.86926651,7.906693459,dynamic,59,3
31725,-10.96918774,-4.269842148,dynamic,82,3
2164,37.28242874,19.35829926,dysfunction,4,0
10121,-15.70464325,55.45196915,dysfunction,24,0
2981,-26.43021965,-15.77694511,earlier,6,0
4143,-10.94607258,-3.164749146,earlier,8,0
4517,19.02282333,-11.2415123,earlier,9,0
25949,-26.89454651,-15.83702946,earlier,68,3
31832,-1.958919168,-45.57218933,earlier,82,3
28697,37.69845963,-46.11528015,earned,75,3
1865,-8.574050903,-13.28991699,ears,3,0
371,-55.57149124,-7.706765175,easier,0,0
6491,2.499588013,-18.88577461,easier,13,0
12158,2.670487165,-18.61520958,easier,30,1
14440,-55.56193924,-7.711700439,easier,39,1
17770,40.03579712,-9.262410164,easier,48,1
21115,2.694434404,-18.64638329,easier,57,2
21263,2.913381815,-18.62895203,easier,58,3
22407,2.776457548,-18.648983,easier,60,3
24339,5.882276058,-42.13973236,easier,64,3
25232,5.868715286,-42.15818405,easier,66,3
25491,40.08230591,-9.245688438,easier,67,3
25873,5.854003429,-42.2000885,easier,68,3
26559,2.776457548,-18.648983,easier,70,3
27654,40.2468605,-9.13271904,easier,72,3
27761,40.31616592,-9.044446945,easier,73,3
28163,40.20205688,-9.164987564,easier,74,3
6558,-12.70157623,-14.41898346,easiest,13,0
28185,-10.25793266,-6.336858749,easiest,74,3
29952,-35.46435165,-24.46754456,easiest,78,3
30220,-19.10427284,-31.4896965,easiest,79,3
6754,-29.09927559,-23.33708954,easter,14,0
18794,-15.17092323,-21.69855118,eaten,51,2
16031,-12.73235607,49.81843567,eater,44,1
8431,-54.42902374,-31.52294731,eating,17,0
8687,-0.445685297,10.06223106,eating,19,0
11771,-10.55037403,-15.24395657,eating,29,1
13087,-10.4948082,-15.63698101,eating,34,1
14342,-0.49349618,10.15846157,eating,39,1
14861,-0.53531456,10.29426479,eating,40,1
15355,-54.34471512,-31.48717117,eating,42,1
15967,0.089493245,8.67722702,eating,44,1
20450,35.72108459,-37.08749771,eating,56,2
27587,-54.42463303,-31.52424049,eating,72,3
29860,-10.49930859,-15.43412971,eating,78,3
32977,-8.858945847,23.37945557,edges,87,4
14448,-3.953955412,18.29099464,edit,39,1
17049,-17.74130821,-8.648834229,effectiveness,46,1
25253,-1.330908179,-5.982737064,effectiveness,66,3
25910,-1.330906034,-5.982771873,effectiveness,68,3
26911,-38.99776077,-12.03978825,effectiveness,71,3
28413,-27.72909927,-12.16570759,effectiveness,74,3
28581,-60.94078445,5.814926624,effectiveness,75,3
32527,-42.79464722,7.394507885,effectiveness,84,4
34357,24.31970787,-26.03047371,effectiveness,94,4
34559,24.31970787,-26.03047371,effectiveness,95,4
34761,24.31970787,-26.03047562,effectiveness,96,4
1152,3.381924868,-0.617791951,effects,1,0
1778,-27.13515282,29.1093483,effects,3,0
2155,-41.56150055,17.86347389,effects,4,0
2680,-26.37651062,28.53783226,effects,5,0
3868,3.208497763,-0.59188205,effects,7,0
4571,-2.162744284,29.28746033,effects,9,0
4914,-40.23572159,9.919835091,effects,10,0
7807,-40.13171005,9.611195564,effects,16,0
8852,-41.5591774,17.09076691,effects,19,0
11218,-41.3926506,17.26145935,effects,27,1
14732,-41.64066315,17.88685226,effects,39,1
15909,-25.08913231,29.4321022,effects,44,1
16759,-41.58790207,17.14432144,effects,45,1
17107,-41.62167358,17.10825157,effects,46,1
17345,-41.57398224,17.77658081,effects,47,1
17738,-40.11578369,9.6988554,effects,48,1
18157,-17.43209648,-12.300313,effects,49,1
18313,-41.62831497,17.32350349,effects,50,2
18773,-36.4633522,-2.683221817,effects,51,2
19593,-41.67081451,18.05628395,effects,53,2
20335,-41.69205475,18.02362633,effects,55,2
20696,3.150192976,-0.531818032,effects,56,2
21064,-41.63907242,18.05632973,effects,57,2
21371,-41.61886215,17.70857811,effects,58,3
21756,-41.68075562,17.01375198,effects,59,3
25096,-41.62779236,17.13994789,effects,66,3
25557,-41.57577896,17.1212883,effects,67,3
25785,-38.69108582,6.810452938,effects,68,3
26913,-40.24669647,9.940666199,effects,71,3
27355,-41.66819763,17.07345009,effects,72,3
29025,-41.59112549,17.1375103,effects,76,3
29911,-26.22348785,28.16822243,effects,78,3
30217,-41.6097908,17.03417206,effects,79,3
30831,-25.98892021,28.27146912,effects,80,3
31434,-25.87879181,28.28404427,effects,81,3
32513,-41.39383316,17.05857468,effects,84,4
33736,-40.09072113,9.466715813,effects,92,4
36010,-41.53676224,17.47948837,effects,101,4
36328,-41.57004929,17.60603905,effects,102,4
36673,-41.57004929,17.60603905,effects,103,4
36946,-26.75693893,33.60004425,effects,104,4
37247,-26.75693893,33.60004425,effects,105,4
37656,-36.21383667,19.49492073,effects,107,4
2796,-22.48894882,18.90490723,efficacy,5,0
3946,-38.43460846,-19.20870399,efficacy,8,0
7882,-17.06530952,1.60546267,efficacy,16,0
19573,-11.08640862,-45.24745941,efficacy,53,2
19843,-13.14983463,7.91764307,efficacy,54,2
20182,-25.2802639,19.09969902,efficacy,55,2
6638,-2.359327316,-32.69498825,efficiently,13,0
19812,-2.930874348,-51.3273735,efficiently,54,2
21276,39.94925308,-11.83964062,efficiently,58,3
30643,-3.027528286,-51.24743271,efficiently,80,3
34088,9.346317291,-33.49123764,efficiently,93,4
4136,-40.12983322,8.352225304,efforts,8,0
12423,-31.03310204,-45.56792831,efforts,32,1
16855,8.361124992,-29.19539642,efforts,46,1
33825,-18.31814384,-37.69507599,efforts,92,4
14062,-9.281523705,43.50507736,eggs,37,1
15340,-9.269335747,43.44294739,eggs,41,1
21647,-37.89140701,-15.76836586,egyptians,59,3
22448,-38.92667007,-6.783774853,egyptians,60,3
26600,-38.92667007,-6.783774853,egyptians,70,3
14465,-12.81672859,-17.47358513,elaborate,39,1
484,6.021522045,32.65449524,elastic,1,0
6109,6.07294035,32.57948685,elastic,12,0
6893,6.087840557,32.49718857,elastic,14,0
15628,6.060817242,32.49399948,elastic,43,1
16067,6.027305126,32.54254913,elastic,44,1
16258,6.048840046,32.52353668,elastic,45,1
16882,6.070569992,32.5186882,elastic,46,1
17299,6.056553841,32.49578476,elastic,47,1
19452,5.853652954,32.44858932,elastic,53,2
30030,6.079399586,32.55538559,elastic,78,3
30171,-58.27793884,1.636875868,elastic,79,3
30668,6.047754765,32.49503708,elastic,80,3
33911,6.01473856,32.63217926,elastic,92,4
34944,6.051577568,32.54819107,elastic,97,4
35629,6.095815182,32.52812195,elastic,100,4
36254,6.026521683,32.56361771,elastic,102,4
36599,6.026521683,32.56361771,elastic,103,4
37563,6.038290977,32.54129791,elastic,107,4
18732,28.90862846,12.14439011,electrical,51,2
31777,28.91307831,12.06256866,electrical,82,3
21405,-17.03307915,34.58628845,electro,58,3
21779,-17.0021286,34.59103775,electro,59,3
23409,-16.91978073,34.56020737,electro,62,3
24516,-16.95963287,34.56906891,electro,65,3
32028,-17.96189308,56.30626678,electrode,82,3
23781,-20.52277184,27.58863831,electromagnetic,63,3
24505,-20.2233429,27.75639534,electromagnetic,65,3
13364,28.45285225,11.09939957,electronically,34,1
1287,23.42818451,-32.0185585,elements,2,0
5679,-26.16519737,29.18097115,elements,11,0
17354,-26.20556641,30.80998993,elements,47,1
29413,-28.93002129,-2.796622515,elements,77,3
35263,23.55819702,-31.96226692,elements,99,4
33773,-9.096640587,-15.54576015,elevation,92,4
9908,8.458651543,-33.8979454,eliminated,23,0
11037,8.318480492,-34.0295372,eliminated,27,1
17863,9.734176636,-34.00368881,eliminated,48,1
27019,-1.126442909,-27.63664818,eliminated,71,3
30683,8.418207169,-33.87022781,eliminated,80,3
31792,-5.232927322,-46.7086525,eliminated,82,3
37018,3.971565247,-34.27973175,eliminated,104,4
37319,3.971511126,-34.27974701,eliminated,105,4
2767,-39.21150589,-30.53862953,eliminating,5,0
14437,44.9363327,-28.6413269,eliminating,39,1
18639,43.24436569,-29.93832397,eliminating,51,2
20019,42.9376564,-30.42420578,eliminating,55,2
28541,-11.99376678,-33.82188416,eliminating,74,3
3839,-3.01822114,22.97963905,elimination,7,0
4170,-2.953263998,23.06388283,elimination,8,0
6641,-11.64753532,-18.43886948,elimination,13,0
17307,0.866606534,6.081412315,elimination,47,1
26984,-3.9572258,22.38069916,elimination,71,3
13577,10.4802742,44.47212219,ella,35,1
9377,-54.69259644,-12.96637821,email,21,0
9636,-54.76476669,-12.80712891,email,22,0
9931,-54.76448059,-12.80747795,email,23,0
10245,-54.69260025,-12.96637821,email,24,0
10588,-54.69260025,-12.96637821,email,25,1
10843,-54.76449966,-12.80763721,email,26,1
11324,-54.76448441,-12.80747795,email,27,1
13678,-56.35874176,-12.59483528,email,35,1
4276,-13.11580658,-12.89386463,embark,9,0
10133,27.66716766,20.04117775,embark,24,0
14274,27.53785896,20.19517708,embark,39,1
13898,-36.37926483,-26.12812424,embarrassed,36,1
13900,13.17552376,-11.19117832,embarrassing,36,1
19750,7.239469051,-8.334294319,embarrassing,54,2
3921,-21.48796844,-6.504323483,embarrassment,8,0
30399,-9.657662392,-16.67868805,embarrassment,79,3
24789,15.91570282,4.326406956,embedded,66,3
25425,-23.55595207,-6.813509941,embedded,67,3
28268,30.39455223,0.310552955,embedded,74,3
29057,16.87694931,10.2689743,embedded,76,3
31770,-18.91705704,16.63533783,embedded,82,3
33092,30.49573326,0.109043889,embedded,88,4
4723,1.283103108,-46.67038345,embracing,9,0
20420,-35.59485626,-44.86311722,embracing,56,2
8956,-19.10409355,13.51787186,embroidery,20,0
5184,55.34000015,-23.05352211,emerging,10,0
344,-1.22164762,-30.38488197,emitted,0,0
889,-15.66694355,-36.89479446,emitted,1,0
1583,-1.16969049,-30.50515938,emitted,3,0
3773,-15.75229645,-36.90552902,emitted,7,0
4437,-1.140449166,-30.62202263,emitted,9,0
22974,-1.294759035,-30.48872948,emitted,61,3
23765,-1.294757724,-30.48878479,emitted,63,3
24581,-1.145626187,-30.61091232,emitted,65,3
28647,-5.883162975,-21.094841,emitted,75,3
32237,-3.240558624,-13.62514019,emphasizes,83,4
2883,5.596200466,-28.04072189,employed,5,0
5053,-58.66062927,4.428755283,employed,10,0
26243,-41.94386292,-1.825755715,employees,69,3
3968,50.52591705,-32.28992081,employing,8,0
30395,-9.721182823,-16.42406082,empowered,79,3
13798,18.75735474,-52.68047714,enabled,36,1
37632,-29.41146851,-46.16756821,enables,107,4
2419,-19.00440788,-41.20084381,encountered,4,0
7373,-34.66519928,-27.68699265,encountered,15,0
1020,-1.403230548,-24.33143806,encouraged,1,0
21134,13.04410458,-58.09039307,encourages,57,2
30922,12.32232094,-57.74733353,encourages,80,3
17035,42.59672928,-30.88002968,encouraging,46,1
15028,-20.61530113,-9.745037079,ended,40,1
4813,3.322749615,-13.26100826,endless,9,0
7318,-64.27462769,3.545492649,endless,15,0
16735,-34.33005905,-8.890496254,ends,45,1
28941,-42.45059204,5.508481026,ends,76,3
28765,25.92226601,-29.48603058,endure,75,3
22502,-9.306311607,-18.65759468,endured,60,3
26654,-9.306018829,-18.65738297,endured,70,3
2932,-31.99716759,11.71197987,energies,5,0
4555,-24.36582184,24.32879066,energies,9,0
6643,-24.33771706,24.27318764,energies,13,0
1104,-17.50391769,-39.94995117,engages,1,0
4181,-16.25844383,-40.76602173,engages,8,0
6292,-8.404346466,-27.53409576,engages,12,0
7040,-8.211307526,-27.98689651,engages,14,0
3769,-4.297538757,-20.37126923,engaging,7,0
4191,-29.70955658,-32.31162262,engaging,8,0
4533,-7.590101719,-14.40008545,engaging,9,0
10038,25.02245331,-2.421379089,enhanced,24,0
11490,34.32432175,-28.11642265,enhanced,28,1
12626,34.32304001,-28.10892296,enhanced,32,1
6984,43.33506012,-28.52206802,enhancing,14,0
20658,42.21722412,-28.14743614,enhancing,56,2
34858,43.20106125,-28.63694572,enhancing,97,4
45,-17.73450279,-27.37548447,enjoying,0,0
2181,-12.24477196,-21.9790535,enjoying,4,0
10489,-10.50836945,-16.23598862,enjoying,25,1
14912,-59.12428665,5.917689323,enjoyment,40,1
4880,25.88881683,-1.050362945,enlarged,10,0
12329,-0.98725462,-19.96734238,enlarged,31,1
35797,25.96166611,-0.86283946,enlarged,100,4
27615,27.70013237,20.03184319,enroll,72,3
11681,13.97812176,-56.02998734,ensures,29,1
12656,-29.29620934,-46.38215256,ensures,32,1
13409,18.04859924,-54.28178787,ensures,34,1
17728,13.99882126,-56.10707855,ensures,48,1
18610,13.80903339,-56.14020157,ensures,50,2
22050,-29.43440056,-46.38571548,ensures,59,3
34963,-29.46255112,-46.37866974,ensures,97,4
35330,18.16983223,-54.2949791,ensures,99,4
3818,43.25901413,-27.27461052,ensuring,7,0
16985,43.18556976,-27.51456451,ensuring,46,1
19801,43.1697731,-27.48649025,ensuring,54,2
20601,-17.43245506,-38.47748184,ensuring,56,2
33881,43.20281219,-27.47112274,ensuring,92,4
24151,16.77949715,-53.93608093,enters,64,3
24980,16.77963066,-53.93610382,enters,66,3
5917,-25.26306725,-6.336029053,enthusiasm,12,0
20731,-11.94949913,-44.31221771,environmentally,56,2
33785,-43.01598358,-6.043959618,environments,92,4
7165,-11.96898079,2.178413868,envy,14,0
2107,-13.5565033,40.61542892,enzyme,4,0
3135,-13.56084251,40.65459824,enzyme,6,0
8758,-13.57523918,40.66927338,enzyme,19,0
33447,28.1364975,23.67772675,enzyme,90,4
33628,28.13986588,23.68578148,enzyme,91,4
36400,-6.525192738,8.615737915,enzyme,102,4
36745,-6.524610996,8.615577698,enzyme,103,4
19255,-53.41765594,-0.99924469,episodes,52,2
29988,-52.26550293,7.146995068,equation,78,3
4075,-9.49094677,-25.44814873,equipped,8,0
7413,-15.35192871,-26.47475052,equipped,15,0
19668,2.635382414,-24.94810867,equipped,53,2
23546,-10.38230133,-24.48071861,equipped,62,3
1814,-18.42762375,-28.89765739,equivalent,3,0
11731,-12.97570229,-2.461831331,equivalent,29,1
14427,-18.47418213,-33.41431046,equivalent,39,1
19189,-12.95950794,-2.40253067,equivalent,52,2
25262,-22.23398399,-37.14142609,equivalent,66,3
25690,-21.71267128,-37.77388382,equivalent,67,3
25919,-22.2339592,-37.14145279,equivalent,68,3
28967,12.70649052,49.92541504,eras,76,3
13425,15.35912514,33.18133926,erase,34,1
16628,-11.50403214,-35.47027206,erase,45,1
24267,-11.77242374,-56.85278702,erase,64,3
24831,-11.77242374,-56.85278702,erase,66,3
25435,-11.77242374,-56.85278702,erase,67,3
26887,-18.01021385,-33.21799088,erase,71,3
28194,-19.0128212,-33.19726563,erase,74,3
36968,-45.8301239,-26.126091,erase,104,4
37269,-45.8301239,-26.126091,erase,105,4
24259,-19.71550179,-27.33768272,erased,64,3
24821,-19.71552849,-27.33833885,erased,66,3
25427,-19.71605873,-27.33781242,erased,67,3
26171,-13.83893871,-36.43693542,erased,69,3
27080,-19.84893799,-27.30355263,erased,71,3
29341,-13.77765942,-36.42020035,erased,77,3
2162,25.59554482,44.37584686,erect,4,0
1390,-17.2580719,7.637065411,eruption,2,0
2702,-17.26148224,7.633796692,eruption,5,0
7554,16.7358017,-54.43486786,escapes,16,0
8176,41.14439392,-25.30474663,escaping,16,0
493,-19.18957329,-18.83673286,essence,1,0
11556,-37.8792305,-20.7286911,essence,28,1
13421,-13.56676865,11.15999413,essence,34,1
31579,-37.97780991,-20.4662056,essence,81,3
2045,-29.68034744,-27.24611855,established,4,0
3193,-3.940616369,-25.32943344,established,6,0
7626,-9.217131615,-19.94131088,established,16,0
8423,1.065786958,-27.42595673,established,17,0
26250,-38.96080399,-32.1935463,established,69,3
35345,5.214941502,-34.80646896,established,99,4
4994,-35.73792267,5.228663445,establishments,10,0
23740,-63.69123459,4.02896595,establishments,63,3
24621,-12.47920132,-18.01024628,establishments,65,3
25745,-37.36855316,4.93188858,establishments,68,3
26447,-37.42450714,4.950554371,establishments,69,3
29482,-6.631084919,-23.88404655,establishments,77,3
13151,31.54249382,-27.08463097,esteem,34,1
24047,4.0731287,-0.657877564,esteem,64,3
8311,-26.8745575,-41.80462646,estimated,17,0
626,18.05890083,9.642385483,etched,1,0
31233,-16.2187748,-24.99315834,evaluated,81,3
6493,-6.432127476,-20.0824604,evenly,13,0
7737,10.65957451,-25.85408974,evenly,16,0
27651,-8.112045288,-24.27238083,evenly,72,3
7862,-40.02355576,10.99301624,events,16,0
5104,17.30007744,-12.62104702,eventual,10,0
31916,-10.06139183,-47.87023926,evident,82,3
22347,-24.17323303,-25.8906498,evolved,60,3
26499,-24.17299843,-25.89032555,evolved,70,3
28996,-22.49690056,-34.82928848,evolved,76,3
1580,-35.6210289,-42.96576309,evolving,3,0
3341,2.429051876,-28.75523949,examined,6,0
31232,-25.75002098,-1.668387294,examined,81,3
7385,-44.59620285,-18.08870506,examples,15,0
15292,-39.2328186,-40.63489151,examples,41,1
16024,-44.55142212,-18.05415916,examples,44,1
751,42.06312943,26.50312614,exceeding,1,0
2803,42.05751419,26.53123665,exceeding,5,0
4474,42.05758667,26.46804047,exceeding,9,0
5005,42.05967331,26.564188,exceeding,10,0
13864,37.53554916,-4.027339458,exceeding,36,1
4232,-38.51603317,-19.29469872,excellence,8,0
234,9.528892517,-19.6676693,exceptional,0,0
8276,-43.75231552,-18.07700348,exceptions,17,0
13744,-55.98560715,-18.81819534,excerpt,36,1
3122,22.96206856,-0.36813581,excess,6,0
3638,22.68925858,-0.464432716,excess,7,0
10355,22.64715004,-0.956854522,excess,25,1
10947,-31.65207291,-14.35332584,excess,27,1
11355,-40.27279282,-21.10955429,excess,28,1
11745,-49.14672852,10.72736454,excess,29,1
12155,1.617050409,-4.645751953,excess,30,1
14784,45.8835144,29.09868431,excess,39,1
15166,-17.27015305,8.291815758,excess,41,1
20805,23.1742897,-0.609409392,excess,57,2
23155,-31.38941956,-14.52893925,excess,62,3
27563,23.15867424,-0.521340191,excess,72,3
30400,-31.41711807,-14.55737495,excess,79,3
32077,22.23080254,-0.938040137,excess,82,3
34973,22.90354347,-0.462065995,excess,97,4
35122,22.80739021,-0.58733505,excess,98,4
35711,23.0880928,-0.842445314,excess,100,4
36855,22.99785233,-0.508439898,excess,104,4
37156,22.99799919,-0.508557916,excess,105,4
6254,23.47222519,-1.809087396,excessive,12,0
8050,24.22801018,-1.019273043,excessive,16,0
15566,23.66710281,-1.60746181,excessive,42,1
16045,23.63541603,-1.95953989,excessive,44,1
16306,23.42917824,-1.851822138,excessive,45,1
18711,23.69940567,-2.041228533,excessive,51,2
19447,23.71869087,-1.992020607,excessive,53,2
21807,23.17375565,-1.646491051,excessive,59,3
22355,24.2430706,-0.957784832,excessive,60,3
22756,23.51091766,-1.656015158,excessive,61,3
23747,39.66691208,-29.84767342,excessive,63,3
25392,23.80362892,-2.042140961,excessive,67,3
26507,24.24307251,-0.957784772,excessive,70,3
27271,23.30660248,-1.708106279,excessive,71,3
29844,23.39471817,-1.752392411,excessive,78,3
32176,23.61023903,-2.019287348,excessive,83,4
32492,23.66786194,-1.470472813,excessive,84,4
33529,22.83611488,-1.795224905,excessive,91,4
36887,22.67371178,-1.729982257,excessive,104,4
37188,22.67371178,-1.729982257,excessive,105,4
5388,3.788775921,-17.12679672,excited,11,0
7425,30.34255028,-29.88969994,excited,15,0
16825,-54.82212448,8.458540916,excited,46,1
17217,-34.57087708,-28.03706741,excited,47,1
19356,-9.804121971,-10.7562561,excited,52,2
14937,-15.89821434,60.1970253,exclude,40,1
