,Dim1,Dim2,tokens,article,competitor
8574,24.46860123,-8.673603058,higher,18,0
9550,14.94787121,9.582075119,higher,22,0
11227,26.69412041,-7.403754711,higher,27,1
11708,-63.16939545,2.742634296,higher,29,1
13020,35.01023483,-8.459095955,higher,33,1
15320,26.87103462,-8.301895142,higher,41,1
16338,-34.02795792,-18.403265,higher,45,1
20580,-3.469926596,3.45768404,higher,56,2
20769,26.38436508,-6.457612991,higher,57,2
21585,-54.81091309,7.237535,higher,58,3
22253,-54.79078293,7.321177006,higher,59,3
22472,29.1488018,-5.840850353,higher,60,3
25667,-22.65828705,-21.71991348,higher,67,3
26066,34.4862709,-9.529800415,higher,68,3
26624,29.1488018,-5.840851307,higher,70,3
27611,-16.50499153,-2.053322554,higher,72,3
28248,27.53516388,-8.829766273,higher,74,3
29404,-3.845653057,-9.966269493,higher,77,3
33713,26.26190186,-9.482831001,higher,92,4
35150,35.45038986,-7.769629955,higher,98,4
440,30.85458183,-32.89053345,highest,1,0
37636,25.5849514,-7.353596687,highest,107,4
12469,-25.96866608,-46.90288544,highlights,32,1
14268,-25.8748951,-46.8964119,highlights,39,1
26229,25.31027985,35.31655502,hind,69,3
11365,7.9269104,14.08267117,hips,28,1
12878,7.965224266,14.11506271,hips,32,1
26269,-13.54398155,-22.49981308,hiring,69,3
23126,-35.78684998,-34.07839966,historically,62,3
7127,-30.03886032,-2.308693409,hits,14,0
11714,-22.88163948,-28.76807785,hits,29,1
9355,6.15465641,-35.11331177,hitting,21,0
12972,-20.25783157,-22.69993782,hitting,33,1
155,-16.51296234,54.03600311,hive,0,0
24126,-16.50659943,54.15180588,hive,64,3
13486,-21.14734268,-22.71742249,holding,35,1
21663,33.59422302,-39.45248795,holds,59,3
5452,-31.68848801,17.32919502,holes,11,0
6935,-48.12892914,-1.074506521,holidays,14,0
6120,-16.64466476,55.86346054,hollow,12,0
7717,18.97624397,5.370614529,hollow,16,0
10977,9.294155121,32.64950943,hollow,27,1
16275,19.59272575,13.08403397,hollow,45,1
31290,9.226597786,32.76278305,hollow,81,3
6532,-1.761619329,-8.705462456,homemade,13,0
29984,-1.699424267,-8.608118057,homemade,78,3
21271,-32.47063446,-30.77502251,homework,58,3
28373,-61.56804276,-4.409122944,homework,74,3
12756,27.21700096,49.24520111,homo,32,1
4238,-30.93226814,-4.969629765,honour,8,0
7970,-28.48284149,18.25443649,hooks,16,0
839,-4.868671417,-14.75554562,horizontal,1,0
3123,-14.4320116,42.11339951,hormone,6,0
8712,-14.03613281,41.45545959,hormone,19,0
10448,-15.47954464,6.537694931,hormone,25,1
11950,-14.49429703,42.35956573,hormone,29,1
15284,-14.48788643,42.33513641,hormone,41,1
20977,-14.51500988,42.32765961,hormone,57,2
33150,-14.54382515,42.27596283,hormone,88,4
33524,-14.51528454,42.29469681,hormone,91,4
378,-6.051320553,33.72241592,hormones,0,0
3455,-21.68596268,37.15505981,hormones,7,0
8707,-29.67095184,-3.655686617,hormones,19,0
11956,-21.66761017,37.18056488,hormones,29,1
12233,-29.6980629,-3.664475918,hormones,31,1
13083,-53.05054855,-1.26364553,hormones,34,1
15119,-35.76700974,13.3174696,hormones,40,1
15172,-21.75340462,37.09169006,hormones,41,1
33161,-21.67305565,37.17495346,hormones,88,4
4980,-35.18077087,5.676516533,hospitals,10,0
25175,-34.58731079,4.988564491,hospitals,66,3
5638,-26.86893845,-17.13493729,hourly,11,0
1623,-50.53292465,-8.710385323,hours,3,0
5640,-50.51159668,-9.298542976,hours,11,0
9052,-48.84361649,-7.185911179,hours,20,0
11566,-49.79611969,-9.654285431,hours,28,1
15135,-49.82606506,-9.666830063,hours,40,1
16764,-50.44748688,-9.283291817,hours,45,1
17510,-50.38623047,-9.353232384,hours,47,1
18782,-38.24161911,-17.03699875,hours,51,2
19003,-49.8500824,-9.754183769,hours,52,2
19937,-49.84832001,-9.626320839,hours,54,2
21486,-50.02435303,-4.745826244,hours,58,3
27201,-49.84742355,-9.642783165,hours,71,3
27462,-49.17123413,-9.304793358,hours,72,3
27886,-49.98587799,-4.780360699,hours,73,3
29596,-18.09478188,-18.66253853,hours,77,3
29787,-18.38411713,-18.69235992,hours,78,3
31045,-49.68556213,-5.72976017,hours,80,3
31961,-49.72282028,-9.56769371,hours,82,3
32455,-49.69651031,-5.478978157,hours,84,4
32809,-50.50786591,-9.274606705,hours,86,4
33636,-49.93884659,-8.647499084,hours,91,4
36350,3.379122972,-20.46690941,hours,102,4
36695,3.379122734,-20.4669075,hours,103,4
5556,-2.267340899,5.199148655,hovering,11,0
7155,33.94625854,-1.783202171,hugging,14,0
717,-46.52809906,0.904600382,humans,1,0
17739,11.04832268,48.53625107,hume,48,1
5817,-8.620915413,9.103116035,humid,11,0
17551,16.6037159,50.62498474,humid,48,1
19008,-8.601277351,9.081615448,humid,52,2
20510,-17.75741577,-27.80351639,humid,56,2
36821,19.31319046,-1.992165804,humid,104,4
37122,19.31319237,-1.992165804,humid,105,4
19081,-8.224889755,10.33164787,humidity,52,2
33746,-4.173040867,27.82792091,humidity,92,4
34882,-8.155509949,10.50669765,humidity,97,4
13945,-16.67426872,-27.36470795,hundreds,37,1
24793,-43.17604065,-18.87919998,hundreds,66,3
26170,-38.52705765,-34.00753021,hundreds,69,3
11756,0.446441293,12.30044842,hunger,29,1
14592,6.848442554,28.95441055,hunger,39,1
15114,6.8250103,28.99706841,hunger,40,1
15434,6.863271713,28.95478058,hunger,42,1
14828,-22.19418144,-5.939094543,hurdle,39,1
11781,-20.96940041,-1.081920981,hurting,29,1
25617,-12.06795883,-31.74783134,hurts,67,3
27729,-10.26226521,-18.60377502,hurts,73,3
37612,-32.14304733,8.901614189,hybrid,107,4
109,11.0384922,38.63860321,hydra,0,0
816,11.11565399,39.40169144,hydra,1,0
1373,11.79710484,40.14334106,hydra,2,0
2685,11.79713726,40.1432724,hydra,5,0
3585,11.01399803,38.69600677,hydra,7,0
8179,10.93061829,38.62819672,hydra,16,0
11075,11.74411583,40.04768372,hydra,27,1
13552,11.67295551,39.96876144,hydra,35,1
13929,11.1733427,39.43956375,hydra,37,1
15645,11.23919868,39.58385849,hydra,43,1
15961,11.03412819,38.74831009,hydra,44,1
17317,11.14717102,39.45331192,hydra,47,1
17729,11.16312504,39.37610626,hydra,48,1
19244,11.10211086,39.41070938,hydra,52,2
20452,11.13236141,39.39974976,hydra,56,2
29887,11.02563858,38.52549744,hydra,78,3
30815,11.26045704,39.5427742,hydra,80,3
31581,11.14362717,39.36525726,hydra,81,3
32316,11.13348198,39.2246666,hydra,83,4
32832,11.80983162,40.07379532,hydra,86,4
33802,11.20265484,39.52677155,hydra,92,4
34344,11.11155319,38.82437515,hydra,94,4
34546,11.11157322,38.8243866,hydra,95,4
34748,11.11155319,38.82438278,hydra,96,4
34820,11.11569595,38.7782402,hydra,97,4
35370,11.05666542,39.20991516,hydra,99,4
35655,11.08273983,39.36355591,hydra,100,4
36911,11.15219879,39.45187759,hydra,104,4
37212,11.15219879,39.45187759,hydra,105,4
21189,23.51757813,50.03493118,hydro,57,2
25045,21.88287163,48.68527985,hydro,66,3
27486,22.8954792,49.19445038,hydro,72,3
30840,22.1026268,48.6157608,hydro,80,3
37583,22.37755775,48.80135727,hydro,107,4
21648,-27.75194931,6.288606167,hygiene,59,3
22324,-27.70648193,6.292891979,hygiene,60,3
26476,-27.7064991,6.292854309,hygiene,70,3
203,24.35493851,30.72345734,hyper,0,0
4574,24.32550812,30.89183426,hyper,9,0
18034,24.33873749,30.93509293,hyper,49,1
19722,24.37720299,30.75366402,hyper,54,2
20341,24.37845612,30.75763893,hyper,55,2
20765,24.04473495,31.11676025,hyper,57,2
21881,24.35686874,30.80220032,hyper,59,3
25117,24.34936714,30.83469009,hyper,66,3
27156,24.02863121,31.13389778,hyper,71,3
27697,24.27105522,30.91432381,hyper,72,3
29574,24.26269913,30.92797279,hyper,77,3
30886,-12.66191196,-34.55181503,hyper,80,3
31115,23.92014694,31.23224831,hyper,81,3
32591,24.40919304,30.76878357,hyper,85,4
33390,23.5972805,31.51178932,hyper,90,4
33508,14.857831,42.58213043,hyper,91,4
35465,24.36888123,30.82313156,hyper,99,4
36897,24.36953735,30.81435585,hyper,104,4
37198,24.36953735,30.81435585,hyper,105,4
11586,26.23594284,15.76924419,icon,28,1
882,-10.51119041,-47.91263199,identified,1,0
18396,-63.19498444,4.462621212,identified,50,2
5180,-15.47001362,-34.38308334,ignorant,10,0
17867,-7.955744743,-17.05080032,illuminating,48,1
4713,-6.483793259,1.060533285,images,9,0
18491,-34.21392441,-4.608415604,images,50,2
736,-15.01136303,-30.23265266,imagined,1,0
4761,-6.525012016,29.48151398,imaging,9,0
7838,-17.70807838,21.16288948,imaging,16,0
7895,-26.36323547,-3.216711283,imitation,16,0
6219,13.84582901,51.40407562,immortal,12,0
727,4.959219933,28.8299942,immune,1,0
1167,-10.74276352,10.82233238,immune,2,0
2583,5.007040977,28.77372169,immune,5,0
4087,-33.78623199,-16.04785538,immune,8,0
6413,4.998736382,28.9048214,immune,13,0
8567,4.989738464,28.85896873,immune,18,0
11291,5.013988495,28.85223961,immune,27,1
16528,4.905488968,28.89037323,immune,45,1
17339,4.961903572,28.87518311,immune,47,1
19814,4.958245754,28.88236618,immune,54,2
20161,5.004912376,28.87632751,immune,55,2
21542,4.869710922,28.87321663,immune,58,3
24152,5.021217823,28.99830627,immune,64,3
24981,4.988154411,28.8752861,immune,66,3
25651,5.001390934,28.87220573,immune,67,3
26955,4.713590145,28.8843956,immune,71,3
27579,4.986929893,28.88944244,immune,72,3
28279,4.97753334,28.88765526,immune,74,3
9665,-22.34901047,-27.41996002,impacted,23,0
33738,-24.76477623,-13.00085354,impacted,92,4
27598,-39.02001572,-8.94295311,impacts,72,3
36383,-10.21271992,28.58477402,impairment,102,4
36728,-10.21271992,28.58477402,impairment,103,4
32417,-2.127755404,55.69521332,imperfect,84,4
3687,-0.043697618,-26.78928375,implicated,7,0
7585,12.48957253,-52.41989136,implies,16,0
1587,-34.22892761,-34.04499817,importantly,3,0
14463,-33.63730621,-31.1733532,importantly,39,1
15460,-33.76211929,-31.10153389,importantly,42,1
19312,-36.47476578,-43.69660187,importantly,52,2
19594,-34.57437515,-34.30308151,importantly,53,2
27269,16.41526794,-8.749121666,improper,71,3
798,26.39624786,-2.174670935,improved,1,0
2371,36.31491089,-9.788992882,improved,4,0
11222,-1.746034503,-44.97695541,improved,27,1
11349,36.24757385,-9.70955658,improved,28,1
12629,34.30122757,-28.11330986,improved,32,1
13358,34.45363617,-28.09950638,improved,34,1
13763,-30.36201668,-31.00307846,improved,36,1
17068,-30.35244179,-31.01226807,improved,46,1
21893,-1.759419084,-44.65116882,improved,59,3
32355,-1.721561313,-44.54752731,improved,83,4
34990,-56.16255951,2.230390787,improved,97,4
806,1.028020501,5.631435394,improvements,1,0
2221,-1.294849992,0.373123825,improvements,4,0
7212,-36.90003586,11.77413082,improvements,14,0
7915,-1.302988529,0.059899174,improvements,16,0
11863,-9.437335014,-24.04543877,improvements,29,1
19994,-1.286447763,0.059391722,improvements,54,2
20205,-13.69102669,-23.46010017,improvements,55,2
31011,-14.33014488,-20.15831375,improvements,80,3
32506,-39.62349319,-9.374949455,improvements,84,4
33210,-39.38467407,-9.436117172,improvements,88,4
33946,-6.799171448,6.349115372,improvements,92,4
36004,-1.251358151,0.432934761,improvements,101,4
3636,-16.10289574,-44.03019333,improves,7,0
6108,17.75564384,-36.69031906,improves,12,0
35640,13.82177734,-57.17840195,improves,100,4
37639,13.83431911,-57.05554199,improves,107,4
813,26.41420174,-2.166234493,improving,1,0
3759,44.90392685,-27.15020561,improving,7,0
8162,44.98743057,-26.96595383,improving,16,0
15642,-1.935734272,-18.28099251,improving,43,1
17077,45.23180389,-27.27944183,improving,46,1
30842,45.02058029,-26.97813988,improving,80,3
32526,-14.61005878,-2.392344236,improving,84,4
33929,45.57662201,-27.69663239,improving,92,4
34090,45.04223633,-27.09764481,improving,93,4
34956,-17.77075577,-38.68341064,improving,97,4
35796,45.09021378,-26.94572449,improving,100,4
36208,-17.47359848,-21.35661888,improving,102,4
36553,-17.47359848,-21.35661888,improving,103,4
18700,21.50122833,18.11281013,impulse,51,2
24056,-21.48496246,-7.074519157,impulse,64,3
3419,2.38889432,-17.0506382,inactive,7,0
1371,42.00022507,27.20557022,inadequate,2,0
2675,42.00067902,27.17003441,inadequate,5,0
5210,-1.849094868,-52.22914505,inadvertently,10,0
25277,14.29651356,54.69620132,inch,66,3
1598,-15.81345654,7.376864433,incidence,3,0
8856,-15.95659256,-34.93334961,incidence,19,0
19944,-40.900177,-21.18629456,incidence,54,2
4967,-63.43202972,1.720855117,included,10,0
5939,-63.3298645,1.573703289,included,12,0
22203,12.67117023,-45.12025833,included,59,3
9672,12.43068314,-53.71805573,includes,23,0
11831,-29.95249939,-45.25118637,includes,29,1
12496,8.945699692,-54.42121887,includes,32,1
13382,-31.20396042,10.20925522,includes,34,1
15543,-36.53639603,-34.89297104,includes,42,1
28633,-43.91971207,-14.28572559,includes,75,3
35166,-3.374385834,-49.3235817,includes,98,4
22075,-18.98334122,-35.35000992,inclusive,59,3
1629,-6.131429195,2.335499287,incoming,3,0
1672,17.85616684,-55.85622025,increases,3,0
2967,16.7161293,-59.59757996,increases,6,0
11497,15.82292557,-36.31768417,increases,28,1
11686,19.07936668,-34.37557983,increases,29,1
15477,-31.07100677,-46.23077011,increases,42,1
16103,16.64039421,-58.95331955,increases,44,1
17631,19.23576736,-34.43637085,increases,48,1
18378,20.23363495,-57.60992432,increases,50,2
20774,-31.05795479,-46.22951126,increases,57,2
25388,19.77421951,-55.68254471,increases,67,3
33750,16.63087845,-58.47641373,increases,92,4
34976,15.60895443,-59.00944901,increases,97,4
36876,20.23420334,-57.5876236,increases,104,4
37177,20.23419571,-57.58758163,increases,105,4
5885,-28.14739037,-31.39395332,incredibly,12,0
14680,-47.95985031,8.731624603,independently,39,1
14762,12.79903316,-52.30114365,indicates,39,1
28650,12.83075619,-52.34617996,indicates,75,3
12262,3.825843334,-34.43455505,indirectly,31,1
5037,10.55359554,-22.10279655,individually,10,0
1723,-29.57727814,-1.570190907,individuals,3,0
4083,-53.7796936,-1.37347877,individuals,8,0
4651,10.08422279,3.563440561,individuals,9,0
6876,-33.69038391,11.45697689,individuals,14,0
18190,-41.17186356,-17.20460129,individuals,49,1
18829,-41.32287979,-17.31864738,individuals,51,2
19503,-24.68485451,-25.42951012,individuals,53,2
20394,-11.51088524,-43.76356506,individuals,55,2
21973,-15.74673653,-43.55172729,individuals,59,3
27230,-40.12265396,-17.49465942,individuals,71,3
28285,-53.55012894,-1.288584232,individuals,74,3
30332,-53.49756622,-1.188447714,individuals,79,3
31353,-4.796597004,-13.73935032,individuals,81,3
92,-22.7233963,17.19997406,indoors,0,0
1502,-22.73213577,17.21431732,indoors,3,0
21017,-22.75546455,17.19338417,indoors,57,2
3807,14.26998711,-36.71305084,induce,7,0
17026,14.33412552,-36.59700775,induce,46,1
20135,16.07230186,-54.92798615,induce,55,2
20997,-15.20342827,60.38437653,induce,57,2
22547,20.70733261,-37.64216995,induce,60,3
26699,20.70733261,-37.64216995,induce,70,3
11050,43.44873047,-33.77248764,induced,27,1
32542,3.708605528,-33.53391266,induced,84,4
33321,11.82305908,-10.34675026,induced,89,4
27604,0.526525974,-10.62806892,inducing,72,3
31865,-2.53369689,-49.51712036,inducing,82,3
35785,7.480949402,-6.755097866,inducing,100,4
4233,-10.5124464,-25.9757576,inducted,8,0
18863,-15.39593697,-33.51284409,ineffective,51,2
25339,40.27443695,-10.59531498,ineffective,67,3
28741,9.520258904,-20.04170799,ineffective,75,3
9501,6.157989025,-6.364350796,inevitable,22,0
30322,-12.81806183,-38.10910034,inevitable,79,3
32127,6.14078331,-6.307620049,inevitable,83,4
32737,6.07075119,-6.061168671,inevitable,86,4
8280,-0.042633712,-50.90119553,inevitably,17,0
8993,34.72836304,-41.76524353,inevitably,20,0
22476,-17.41884995,-32.43145752,inexpensive,60,3
26628,-17.41929436,-32.43279266,inexpensive,70,3
21727,-18.69483376,-38.13452148,infamous,59,3
33141,-10.67292118,30.15640259,infected,88,4
35502,-12.49236107,-46.31839371,infected,99,4
8577,-40.32347107,21.48464394,infections,18,0
10104,-38.04220581,14.51125145,infections,24,0
17136,-36.82061386,16.67172241,infections,46,1
22094,-12.16721535,30.04922104,infections,59,3
24615,-36.85975266,16.46913147,infections,65,3
29527,-38.08399582,14.53058815,infections,77,3
30411,-36.87839508,16.43486977,infections,79,3
31258,-38.0600853,14.80744362,infections,81,3
6758,-9.956359863,-2.846705198,infectious,14,0
8598,14.58035946,-3.311601639,infinite,18,0
215,-10.72685337,29.73007393,inflammation,0,0
2308,-11.52563477,29.44370651,inflammation,4,0
2869,-11.25286484,29.01762772,inflammation,5,0
9828,-10.94263649,29.49488449,inflammation,23,0
10960,-10.88240242,29.17808723,inflammation,27,1
12288,-10.97026825,29.82174301,inflammation,31,1
13211,-10.81134415,29.96266365,inflammation,34,1
14053,3.830177546,18.62164116,inflammation,37,1
15316,-12.13572693,30.00064278,inflammation,41,1
21035,-31.2440834,9.061659813,inflammation,57,2
24102,-10.81478214,-45.18621063,inflammation,64,3
27481,-12.34260178,28.58331299,inflammation,72,3
29935,3.523066521,18.30066299,inflammation,78,3
32541,-12.22910404,29.86211967,inflammation,84,4
32695,-11.30085659,28.93957138,inflammation,85,4
33100,-12.39495182,28.78631401,inflammation,88,4
33600,-63.10533142,6.873027325,inflammation,91,4
33768,-12.20337868,29.41478539,inflammation,92,4
35303,-10.84562492,-45.21620178,inflammation,99,4
35712,-12.23445892,29.56781006,inflammation,100,4
2327,-15.09284782,36.15623856,inflammatory,4,0
2644,-15.05493927,36.07691956,inflammatory,5,0
3695,-14.80074406,37.35010529,inflammatory,7,0
4573,-12.16801739,30.84910202,inflammatory,9,0
5725,-15.09650326,36.14741516,inflammatory,11,0
12854,-6.635197639,23.01462555,inflammatory,32,1
15323,-14.97960854,35.85558701,inflammatory,41,1
19254,-15.09010792,36.12340546,inflammatory,52,2
19690,-15.17828274,36.20744324,inflammatory,53,2
20824,-12.20696545,30.88051987,inflammatory,57,2
25116,-11.99503326,30.99965096,inflammatory,66,3
25662,-14.89021492,36.17531586,inflammatory,67,3
27593,-14.98418617,36.11290741,inflammatory,72,3
28057,-15.16939354,36.30042267,inflammatory,73,3
31369,-14.89750862,35.91540527,inflammatory,81,3
33054,-12.21082878,31.02122116,inflammatory,88,4
36987,-11.93948936,30.98486519,inflammatory,104,4
37288,-11.93948078,30.98486519,inflammatory,105,4
37630,-15.05857086,36.07565308,inflammatory,107,4
27888,-59.81435013,6.775884151,inflicted,73,3
646,-18.62686729,-38.74834824,influenced,1,0
15238,-7.538155079,-29.01824951,influenced,41,1
22065,-37.11974716,11.9529171,influences,59,3
33452,-7.280109882,-29.27748299,influences,90,4
33604,-42.52348328,-8.597341537,influences,91,4
35856,-9.959186554,-23.54891968,influential,101,4
9637,-55.23546219,-12.96786976,info,22,0
9932,-55.23546219,-12.96786976,info,23,0
10844,-55.23546219,-12.96786976,info,26,1
11325,-55.23546219,-12.96786976,info,27,1
13679,-55.58242035,-12.87847328,info,35,1
21423,25.30282974,26.97100449,info,58,3
23074,25.25832367,26.93116379,info,61,3
23204,25.29454041,26.97479439,info,62,3
23900,25.2952919,26.96096802,info,63,3
5182,-11.58948231,-43.98001099,informed,10,0
18206,-32.07852936,-21.84673309,informed,49,1
23072,-46.73656845,5.219965935,informed,61,3
26900,-8.752440453,-32.38550568,informed,71,3
30072,-12.67156124,-30.98844528,infused,78,3
36036,-12.64781475,8.375193596,infused,101,4
138,-25.17473602,33.34337234,ingredients,0,0
1247,-26.04605103,32.70976257,ingredients,2,0
1551,-25.71084404,31.43135262,ingredients,3,0
2438,-24.61590767,32.54975128,ingredients,4,0
2607,-24.46822548,33.3879776,ingredients,5,0
3738,-17.86221695,-30.81649971,ingredients,7,0
8201,-24.84070969,32.61156845,ingredients,16,0
13527,-24.79041481,33.81924057,ingredients,35,1
15662,-25.87637138,32.68088913,ingredients,43,1
17734,-24.9856472,33.58328247,ingredients,48,1
18833,-25.09020424,33.40496063,ingredients,51,2
20560,-24.82671928,32.53108597,ingredients,56,2
20979,-25.86988831,32.84670258,ingredients,57,2
22546,-25.75075912,32.69042969,ingredients,60,3
24895,-25.86224365,32.88083267,ingredients,66,3
26698,-25.75068855,32.69075012,ingredients,70,3
29947,-24.82524109,33.56947327,ingredients,78,3
33830,-24.64075851,32.56983185,ingredients,92,4
34077,-25.02335739,33.39022827,ingredients,93,4
19737,43.38587952,-1.636252403,inherent,54,2
18617,-13.15434265,-37.08571625,inherently,50,2
16343,-45.87324524,-25.82181931,inherit,45,1
23274,-28.76712036,-27.04617119,inherited,62,3
21110,15.97951508,-37.3552475,inhibit,57,2
22616,33.99323273,4.243717194,inhibit,60,3
23460,33.99737167,4.232202053,inhibit,62,3
26768,33.99323273,4.243717194,inhibit,70,3
33445,43.93512726,-29.23405075,inhibit,90,4
33622,16.13925552,-37.51803207,inhibit,91,4
24029,-18.29772186,56.56630325,inhibition,64,3
494,-19.26996994,-18.80072975,injected,1,0
6494,-6.410064697,-20.04607582,injected,13,0
7592,0.328446686,-29.5385952,injected,16,0
9475,-32.8060112,-28.5838356,injected,22,0
10830,-58.62797546,10.44326782,injected,26,1
17420,0.124919623,-29.15071869,injected,47,1
18063,-58.38445663,10.91138458,injected,49,1
18457,-11.98321152,-26.24806404,injected,50,2
18797,-33.21796417,-28.6099968,injected,51,2
31425,-33.0394249,-28.60713196,injected,81,3
35008,-33.41247559,-28.65882492,injected,97,4
35923,0.187807351,-29.38632393,injected,101,4
36281,0.16379784,-29.77413559,injected,102,4
36626,0.16377604,-29.77409935,injected,103,4
36933,0.216536418,-29.45577049,injected,104,4
37234,0.216536403,-29.45576859,injected,105,4
37635,-58.78052902,10.74091339,injected,107,4
915,-27.41750908,39.7684288,injection,1,0
2840,-27.41596985,39.74221802,injection,5,0
4381,-19.73958015,50.93014145,injection,9,0
7612,-27.41965675,39.75711823,injection,16,0
9449,-27.41137123,39.7690506,injection,22,0
13528,-15.88596535,13.02619743,injection,35,1
16439,-27.40473175,39.75515366,injection,45,1
17257,-19.69569206,50.87921524,injection,47,1
17902,-19.7814064,50.8650856,injection,49,1
18301,-19.75341797,50.87100983,injection,50,2
18684,-19.76042557,50.87653351,injection,51,2
19429,-27.4101696,39.75949097,injection,53,2
25636,-19.78868675,51.12465286,injection,67,3
27997,-15.54130745,12.41813374,injection,73,3
29640,-19.78005981,50.874897,injection,77,3
30798,-27.40906906,39.7387886,injection,80,3
31541,-19.86800194,51.07458878,injection,81,3
32279,-27.4118042,39.75157928,injection,83,4
32719,-19.26893425,50.85534286,injection,85,4
32966,-27.41359901,39.74952698,injection,87,4
33936,-19.65938568,51.21225739,injection,92,4
35833,-8.783047676,-24.90045929,injection,101,4
36179,-59.6304512,11.77571297,injection,102,4
36524,-59.6304512,11.77571297,injection,103,4
37434,-27.40630722,39.73928452,injection,106,4
37545,-27.42069244,39.73291016,injection,107,4
7902,-21.33982658,-28.13284302,injuries,16,0
20127,-35.04961395,17.31447411,injuries,55,2
34028,-39.82287216,-6.681371212,injuries,93,4
31035,45.06574631,-24.45405197,injuring,80,3
761,-0.732922077,-7.602790356,innate,1,0
2016,-13.36298561,-23.95068741,innate,4,0
5098,-0.686172426,-7.47201252,innate,10,0
8334,-31.19398117,-17.96608162,innate,17,0
13794,-38.19451904,-23.33946991,innovation,36,1
13853,3.557138205,-50.22694397,innovative,36,1
24908,-12.20619774,35.87121582,inorganic,66,3
17447,-43.87720108,-1.953906298,input,47,1
10300,-23.49343109,-35.36091995,insane,25,1
981,-7.467196465,30.72094345,insect,1,0
20835,-7.473752499,30.7436161,insect,57,2
16729,-22.78183556,-30.55825996,insert,45,1
24094,11.64921761,-35.28554153,insert,64,3
36416,34.27856064,5.268353939,insert,102,4
36761,34.27856064,5.268353939,insert,103,4
10002,-0.31479305,-28.81030273,inserted,24,0
11171,49.91723633,-34.14488983,inserted,27,1
16566,-25.57064056,-25.61070824,inserted,45,1
28246,-0.330805421,-28.55790901,inserted,74,3
32973,-0.202169985,-28.88559341,inserted,87,4
10103,-8.965153694,7.620768547,insertion,24,0
14705,-21.89463806,-27.33764076,insights,39,1
16210,4.434613705,0.225094944,insights,45,1
5424,13.64806652,-39.28559494,inspect,11,0
8291,-40.98225784,-16.48184204,instances,17,0
25958,-24.77083015,-25.19403839,instances,68,3
1044,14.8629427,-4.092653275,instant,1,0
6944,41.65903854,28.57675171,instant,14,0
7977,14.85176277,-4.010233402,instant,16,0
8669,14.82663345,-3.932980061,instant,19,0
17889,-11.86777306,-2.86807704,instant,48,1
32327,14.8934679,-3.997437239,instant,83,4
8337,-53.36342239,-2.060609579,instinct,17,0
26236,9.468103409,-1.232084513,institutions,69,3
28687,-32.60427856,6.453900337,institutions,75,3
32470,-34.18686295,-27.00624657,instructed,84,4
33638,-18.33641815,-26.39781189,instructed,91,4
9065,-37.15406418,3.780272484,instructions,20,0
21304,-31.88633728,1.647510767,instructions,58,3
22265,-43.87531281,-1.808529973,instructions,59,3
27241,-37.17334366,3.475720167,instructions,71,3
27989,-37.19952011,3.585161686,instructions,73,3
28545,-32.34386826,1.128181934,instructions,74,3
7595,-32.28813171,27.45353699,instruments,16,0
604,37.5345192,-4.026007652,insufficient,1,0
15254,-14.50547409,43.38157272,insulin,41,1
16104,-14.49682426,43.37724304,insulin,44,1
1280,-39.91282654,-6.590540886,insults,2,0
5276,-18.62944984,-36.91145325,insults,10,0
6344,-0.148559377,-8.054337502,intact,12,0
12874,-0.190700442,-7.931446552,intact,32,1
11726,1.094432473,10.64564323,intake,29,1
14384,1.017163038,10.701828,intake,39,1
15348,-2.771891117,26.36710167,intake,41,1
15407,1.043890715,10.69796371,intake,42,1
16046,-12.9359684,-18.30526161,intake,44,1
20679,-49.02894974,10.87031269,intake,56,2
644,-15.00352764,-36.60246277,integral,1,0
14451,-4.620958328,6.241439819,integral,39,1
31038,-0.736004591,-7.528326511,integral,80,3
12807,34.40412903,-28.12385559,integrated,32,1
37634,-26.36121941,-2.048444271,integration,107,4
573,-12.11676884,9.375828743,integrity,1,0
35436,-12.12414169,9.395009041,integrity,99,4
3479,-14.09677315,-26.6197052,intended,7,0
4016,-11.85841274,-27.5949688,intended,8,0
6963,-15.46639252,-36.32159042,intended,14,0
20388,4.644549847,-22.48630142,intended,55,2
22676,4.788324356,-22.53719902,intended,60,3
23871,-5.906897068,-25.29179573,intended,63,3
24310,-5.916588783,-25.27618027,intended,64,3
25200,-5.916588783,-25.27617836,intended,66,3
25740,-5.891813278,-25.33362961,intended,68,3
26442,-5.955575466,-25.00001907,intended,69,3
26828,4.788324356,-22.53719902,intended,70,3
31578,-19.47810745,-15.40386009,intended,81,3
24898,29.92451286,8.080130577,intensely,66,3
976,16.43097305,-6.528800964,intensive,1,0
3416,2.917556524,-36.44961166,inter,7,0
32078,22.41341019,26.11078072,inter,82,3
3106,-36.88601685,2.195252419,interests,6,0
17196,-16.63461685,60.03145981,interfere,46,1
17990,-6.907780647,-29.46612358,interfere,49,1
28037,-8.600284576,-2.67373395,interfere,73,3
28534,-11.49825764,-20.55468559,interfere,74,3
9196,3.644476891,-19.40316963,intermittent,21,0
31077,-47.49364853,-24.77389336,interrupt,80,3
18877,-32.35468292,-36.58575821,interrupting,51,2
19466,-32.33943176,-36.51340103,interrupting,53,2
7089,-9.95727253,0.610937059,interval,14,0
1031,-45.54257965,-5.734880447,intervals,1,0
2822,-26.26462936,-35.23931122,intervals,5,0
5071,-45.31095505,-6.222757816,intervals,10,0
6335,-45.77387238,-5.439037323,intervals,12,0
